Image name,TagLab Date,TagLab Type,TagLab Genet Id,TagLab Id,TagLab Class name,TagLab Centroid x,TagLab Centroid y,TagLab Perimeter,TagLab Area,TagLab Surf. area,TagLab Note
P8010028.JPG,2025-08-01,Region,145,0,7,1821.3,2197.9,58.2,40.44,0.0,
P8010028.JPG,2025-08-01,Region,146,1,8,2702.8,2195.8,60.7,104.91,0.0,
