Image name,TagLab Date,TagLab Type,TagLab Genet Id,TagLab Id,TagLab Class name,TagLab Centroid x,TagLab Centroid y,TagLab Perimeter,TagLab Area,TagLab Surf. area,TagLab Note
P8010036.JPG,2025-08-01,Region,27,0,29,1548.1,2408.9,28.1,15.9,0.0,
P8010036.JPG,2025-08-01,Region,28,1,30.,2407.6,2284.0,45.7,59.69,0.0,
