Image name,TagLab Date,TagLab Type,TagLab Genet Id,TagLab Id,TagLab Class name,TagLab Centroid x,TagLab Centroid y,TagLab Perimeter,TagLab Area,TagLab Surf. area,TagLab Note
P7250060.JPG,2025-07-25,Region,37,0,15,1384.7,2447.4,72.5,124.93,0.0,
P7250060.JPG,2025-07-25,Region,38,1,16,2672.2,2426.3,76.9,89.9,0.0,
