Image name,TagLab Date,TagLab Type,TagLab Genet Id,TagLab Id,TagLab Class name,TagLab Centroid x,TagLab Centroid y,TagLab Perimeter,TagLab Area,TagLab Surf. area,TagLab Note
P7250043.JPG,2025-07-25,Region,82,0,19,1309.2,2481.5,70.8,124.71,0.0,
P7250043.JPG,2025-07-25,Region,83,1,20,2614.4,2516.2,38.5,48.28,0.0,
