Image name,TagLab Date,TagLab Type,TagLab Genet Id,TagLab Id,TagLab Class name,TagLab Centroid x,TagLab Centroid y,TagLab Perimeter,TagLab Area,TagLab Surf. area,TagLab Note
P7250104.JPG,2025-07-25,Region,161,0,9,1447.6,2543.9,70.2,40.05,0.0,
P7250104.JPG,2025-07-25,Region,162,1,10,2683.8,2523.4,76.0,109.38,0.0,
