Image.name,TagLab.Date,TagLab.Type,TagLab.Genet.Id,TagLab.Id,TagLab.Class.name,TagLab.Centroid.x,TagLab.Centroid.y,TagLab.Perimeter,TagLab.Area,TagLab.Surf..area,TagLab.Note,filename
P8150052.JPG,2025-08-15,Region,0,0,1,1290.8,2229.7,48.2,58.59,0,NA,"../data/sideSeg/T5/33_1.2_control_1,2_T5.csv"
P8150031.JPG,2025-08-15,Region,18,0,1,1054.2,2193.3,49.9,68.55,0,NA,"../data/sideSeg/T5/33_2.0_control_1,2_T5.csv"
P8150092.JPG,2025-08-15,Points,0,0,1,1330,2087,0,0,0,NA,"../data/sideSeg/T5/34_1.2_control_1,2_T5.csv"
P8150073.JPG,2025-08-15,Region,53,0,1,1540.5,2162.6,26.8,17.28,0,NA,"../data/sideSeg/T5/34_2.0_control_1,2_T5.csv"
P8150140.JPG,2025-08-15,Region,81,0,1,1544.2,2140.1,24,15.91,0,NA,"../data/sideSeg/T5/38_1.2_control_1,2_T5.csv"
P8150010.JPG,2025-08-15,Region,91,0,1,1432.3,2262.2,36.4,34.53,0,NA,"../data/sideSeg/T5/38_2.0_control_1,2_T5.csv"
P8150052.JPG,2025-08-15,Points,0,0,2,2242,2152,0,0,0,NA,"../data/sideSeg/T5/33_1.2_control_1,2_T5.csv"
P8150031.JPG,2025-08-15,Region,19,1,2,2004.7,2180.3,48.5,48.91,0,NA,"../data/sideSeg/T5/33_2.0_control_1,2_T5.csv"
P8150092.JPG,2025-08-15,Points,0,1,2,2404,2081,0,0,0,NA,"../data/sideSeg/T5/34_1.2_control_1,2_T5.csv"
P8150073.JPG,2025-08-15,Region,54,1,2,2502.9,2154.9,40.3,50.9,0,NA,"../data/sideSeg/T5/34_2.0_control_1,2_T5.csv"
P8150140.JPG,2025-08-15,Region,82,1,2,2450.3,2081.8,48.8,76.25,0,NA,"../data/sideSeg/T5/38_1.2_control_1,2_T5.csv"
P8150010.JPG,2025-08-15,Region,92,1,2,2610.9,2230.7,31.3,24.77,0,NA,"../data/sideSeg/T5/38_2.0_control_1,2_T5.csv"
P8150053.JPG,2025-08-15,Region,2,0,3,1567.3,2074.9,66.6,114.71,0,NA,"../data/sideSeg/T5/33_1.2_control_3,4_T5.csv"
P8150032.JPG,2025-08-15,Region,20,0,3,963.6,2204.1,70.6,158.01,0,NA,"../data/sideSeg/T5/33_2.0_control_3,4_T5.csv"
P8150093.JPG,2025-08-15,Region,37,0,3,1628.5,2129.8,26.2,28.42,0,NA,"../data/sideSeg/T5/34_1.2_control_3,4_T5.csv"
P8150074.JPG,2025-08-15,Region,55,0,3,1374.6,2176.7,46.5,76.48,0,NA,"../data/sideSeg/T5/34_2.0_control_3,4_T5.csv"
P8150141.JPG,2025-08-15,Points,0,0,3,1213,2088,0,0,0,NA,"../data/sideSeg/T5/38_1.2_control_3,4_T5.csv"
P8150011.JPG,2025-08-15,Points,0,0,3,1123,2008,0,0,0,NA,"../data/sideSeg/T5/38_2.0_control_3,4_T5.csv"
P8150053.JPG,2025-08-15,Points,0,0,4,2518,2078,0,0,0,NA,"../data/sideSeg/T5/33_1.2_control_3,4_T5.csv"
P8150032.JPG,2025-08-15,Region,21,1,4,2073.3,2166.8,60,71.45,0,NA,"../data/sideSeg/T5/33_2.0_control_3,4_T5.csv"
P8150093.JPG,2025-08-15,Region,38,1,4,2479.2,2186.5,17,13.94,0,NA,"../data/sideSeg/T5/34_1.2_control_3,4_T5.csv"
P8150074.JPG,2025-08-15,Region,56,1,4,2322,2220.9,43.2,57.53,0,NA,"../data/sideSeg/T5/34_2.0_control_3,4_T5.csv"
P8150141.JPG,2025-08-15,Points,0,1,4,2179,2132,0,0,0,NA,"../data/sideSeg/T5/38_1.2_control_3,4_T5.csv"
P8150011.JPG,2025-08-15,Region,93,0,4,1922.9,2048.4,29,9.97,0,NA,"../data/sideSeg/T5/38_2.0_control_3,4_T5.csv"
P8150054.JPG,2025-08-15,Region,3,0,5,1507,2060.6,44.1,38.84,0,NA,"../data/sideSeg/T5/33_1.2_control_5,6_T5.csv"
P8150033.JPG,2025-08-15,Region,22,0,5,1116.6,2151.7,44.4,86.45,0,NA,"../data/sideSeg/T5/33_2.0_control_5,6_T5.csv"
P8150094.JPG,2025-08-15,Points,0,0,5,1420,2036,0,0,0,NA,"../data/sideSeg/T5/34_1.2_control_5,6_T5.csv"
P8150075.JPG,2025-08-15,Region,57,0,5,1406,2238.9,42,53.81,0,NA,"../data/sideSeg/T5/34_2.0_control_5,6_T5.csv"
P8150142.JPG,2025-08-15,Region,83,0,5,1422.5,2081.7,24.1,14.31,0,NA,"../data/sideSeg/T5/38_1.2_control_5,6_T5.csv"
P8150012.JPG,2025-08-15,Points,0,0,5,1084,2055,0,0,0,NA,"../data/sideSeg/T5/38_2.0_control_5,6_T5.csv"
P8150054.JPG,2025-08-15,Region,4,1,6,2373,2102.6,13.5,8.72,0,NA,"../data/sideSeg/T5/33_1.2_control_5,6_T5.csv"
P8150033.JPG,2025-08-15,Region,23,1,6,2026.5,2132.2,61.8,81.25,0,NA,"../data/sideSeg/T5/33_2.0_control_5,6_T5.csv"
P8150094.JPG,2025-08-15,Points,0,1,6,2420,2056,0,0,0,NA,"../data/sideSeg/T5/34_1.2_control_5,6_T5.csv"
P8150075.JPG,2025-08-15,Region,58,1,6,2326.3,2259.4,45.8,38.32,0,NA,"../data/sideSeg/T5/34_2.0_control_5,6_T5.csv"
P8150142.JPG,2025-08-15,Region,84,1,6,2177.2,2043.9,8.2,3.1,0,NA,"../data/sideSeg/T5/38_1.2_control_5,6_T5.csv"
P8150012.JPG,2025-08-15,Region,94,0,6,2219.2,2114.1,55.4,66.83,0,NA,"../data/sideSeg/T5/38_2.0_control_5,6_T5.csv"
P8150055.JPG,2025-08-15,Points,0,0,7,1496,2121,0,0,0,NA,"../data/sideSeg/T5/33_1.2_control_7,8_T5.csv"
P8150034.JPG,2025-08-15,Region,24,0,7,1159.1,2049.3,54.6,44.66,0,NA,"../data/sideSeg/T5/33_2.0_control_7,8_T5.csv"
P8150095.JPG,2025-08-15,Region,39,0,7,1478,2150.6,22.2,17.65,0,NA,"../data/sideSeg/T5/34_1.2_control_7,8_T5.csv"
P8150076.JPG,2025-08-15,Region,60,1,7,2539.1,2156.2,54.6,77.46,0,NA,"../data/sideSeg/T5/34_2.0_control_7,8_T5.csv"
P8150143.JPG,2025-08-15,Points,0,0,7,1530,2109,0,0,0,NA,"../data/sideSeg/T5/38_1.2_control_7,8_T5.csv"
P8150013.JPG,2025-08-15,Points,0,0,7,862,2164,0,0,0,NA,"../data/sideSeg/T5/38_2.0_control_7,8_T5.csv"
P8150055.JPG,2025-08-15,Region,5,0,8,2703.1,2130.2,98.4,292.4,0,NA,"../data/sideSeg/T5/33_1.2_control_7,8_T5.csv"
P8150034.JPG,2025-08-15,Region,25,1,8,2132.6,2056.2,40.1,35.66,0,NA,"../data/sideSeg/T5/33_2.0_control_7,8_T5.csv"
P8150095.JPG,2025-08-15,Points,0,0,8,2439,2118,0,0,0,NA,"../data/sideSeg/T5/34_1.2_control_7,8_T5.csv"
